ගුම්බය	ɡumbaja	NOUN	heap;bush
ගුම්බාකාර	ɡumbaːkaːra	?	dumose
ගුම්බෑයම	ɡumbæːjama	NOUN	ghetto
ගුමුගුමුව	ɡumuɡumuva	VERB	buzz;hum
ගුමුව	ɡumuva	NOUN	hum;buzzer
ගුය්හ	ɡujha	ADJ	secret;cladestine
ගුර	ɡura	?	long vowel
ගුර්මුඛි	ɡurmuki	?	Gurmukhi
ගුර්වීකරණය	ɡurviːkaraɳaja	NOUN	aggravation
ගුරු	ɡuru	NOUN	long;teacher;Jupiter;jupiter;maestro;mddy
ගුරුකම	ɡurukama	NOUN	advice;magic;lesson;charm;tip
ගුරුකුල	ɡurukula	NOUN	scholastic
ගුරුකුලය	ɡurukulaja	NOUN	school;chartres school of
ගුරුකුලවාදය	ɡurukulavaːdaja	NOUN	scholasticism
ගුරුත්වමානය	ɡurutvamaːnaja	NOUN	gravimeter
ගුරුත්වමිතික	ɡurutvamitika	ADJ	gravimetric
ගුරුත්වය	ɡurutvaja	NOUN	gravity
ගුරුත්වසංඥනනය	ɡurutvasaŋd͡ʒɲananaja	?	graviperception
ගුරුත්වසමීකරණය	ɡurutvasamiːkaraɳaja	?	gravity survey
ගුරුත්වාකර්ෂ	ɡurutvaːkarsa	ADJ	gravitative
ගුරුත්වාකර්ෂක	ɡurutvaːkarsaka	VERB	gravitating
ගුරුත්වාකර්ෂණ	ɡurutvaːkarsaɳa	NOUN	gravitational;gravitation
ගුරුත්වාකර්ෂණය	ɡurutvaːkarsaɳaja	NOUN	gravitation;gravitational attraction;gravitation constant
ගුරුත්වාවර්තනය	ɡurutvaːvartanaja	NOUN	geotaxis;geotropism
ගුරුතුමා	ɡurutumaː	NOUN	teacher;instructor
ගුරුදින	ɡurudina	NOUN	thursday
ගුරුදෙගුරු	ɡurudeɡuru	?	teachers and parents
ගුරුපඬුරු	ɡurupaɳɖuru	?	presents to the teacher
ගුරුපත	ɡurupata	?	master card
ගුරුපතොරම	ɡurupatorama	?	block pattern;master block
ගුරුපාර	ɡurupaːra	?	gravel road
ගුරුපොත	ɡurupota	NOUN	manual;handbook;reference book;text book
ගුරුමණ්ඩලය	ɡurumaɳɖalaja	?	teaching staff
ගුරුල්ල	ɡurulla	?	Leea indica
ගුරුලේත්තුව	ɡuruleːttuva	NOUN	carafe;chalice;decanter;flagon;goblet
ගුරුවරයා	ɡuruvarajaː	NOUN	teacher;master;instructor;Teacher;guru;inrtructor;preceptor;school master
ගුරුවරිය	ɡuruvarija	VERB	governess
ගුරුවරීය	ɡuruvariːja	?	school mistress
ගුරුවිදුහල	ɡuruviduhala	?	teachers training college
ගුරුහරුකම	ɡuruharukama	NOUN	advice;dos and donts
ගුරුහාමි	ɡuruhaːmi	NOUN	brahmin
ගුරුළා	ɡuruɭaː	?	a mythical bird
ගුරූපදේශ	ɡuruːpadeːsa	?	general advice
ගුරූපදේශය	ɡuruːpadeːsaja	?	general advice
ගුල	ɡula	NOUN	hole
ගුල්එය	ɡuleja	NOUN	ankle
ගුල්පපාද	ɡulpapaːda	?	tolipes
ගුල්මය	ɡulmaja	NOUN	bush;clump;brake;spleen;coppice;copse
ගුල්ලා	ɡullaː	NOUN	borer;habitue;mite;weevil
ගුල්ලො	ɡullo	NOUN	weevils
ගුලාව	ɡulaːva	NOUN	ball
ගුලිකා	ɡulikaː	NOUN	beads
ගුලිකාව	ɡulikaːva	NOUN	slug
ගුලිගැසුණු	ɡuliɡæsuɳu	ADJ	lumpish
ගුලිය	ɡulija	NOUN	ball;pill;tablet;cod;tabloid
ගුලුගොනගුල්	ɡuluɡonaɡul	VERB	tree
ගුවන	ɡuvana	NOUN	air;sky
ගුවන්	ɡuvan	NOUN	air;sky;aerial
ගුවන්තලය	ɡuvantalaja	NOUN	atmosphere
ගුවන්තොට	ɡuvantoʈa	NOUN	airport;air field
ගුවන්තොටුපළ	ɡuvantoʈupaɭa	NOUN	airport
ගුවන්නැව	ɡuvannæva	NOUN	aircraft;airplane;airship
ගුවන්නැව්තොට	ɡuvannævtoʈa	NOUN	airport
ගුවන්නැවියා	ɡuvannævijaː	NOUN	airman
ගුවන්යානය	ɡuvanjaːnaja	NOUN	plane;airplane;aeroplane
ගුවන්විදුලිය	ɡuvanvidulija	NOUN	radio;Radio
ගුවන්‍යානය	ɡuvan‍jaːnaja	NOUN	airplane;aeroplane
ගුවාතමාලාව	ɡuvaːtamaːlaːva	NOUN	Guatemala
ගුවාම්	ɡuvaːm	NOUN	Guam
ගුවාරනි	ɡuvaːrani	NOUN	Guarani
ගුවාරනින්	ɡuvaːranin	?	guaranine
ගුස්ති	ɡusti	VERB	boxing
ගුස්තිකාරයා	ɡustikaːrajaː	NOUN	wrestler
ගුසී	ɡusiː	?	Gusii
ගුහනය	ɡuhanaja	VERB	caving
ගුහ්‍ය	ɡuh‍ja	ADJ	secret
ගුහාගෘහය	ɡuhaːɡurhaja	NOUN	crypt;cryogenics
ගුහාව	ɡuhaːva	NOUN	cave;den;vault;cavern;crypt;cubby hole;grotto
ගුළ	ɡuɭa	NOUN	ball;bunch;lump;burrow;cubby hole
ගුළාකරුවා	ɡuɭaːkaruvaː	?	baller
ගුළාව	ɡuɭaːva	NOUN	ball;bunch
ගුළිකා	ɡuɭikaː	NOUN	pill
ගුළිකාව	ɡuɭikaːva	NOUN	globule
ගුළිය	ɡuɭija	NOUN	ball;pill;chuck;lump;bolus;conglomeration;pellet
ගුළු	ɡuɭu	VERB	hidden;sunk;knotty
ගූ	ɡuː	NOUN	excrement;faeces
ගූගල්	ɡuːɡal	NOUN	Google
ගූඨ	ɡuːʈa	ADJ	abstruse
ගූඩ	ɡuːɖa	ADJ	secret;mysterious;hidden;obscure;mystical;esoteric;mystic;arcane
ගූඩවාදය	ɡuːɖavaːdaja	NOUN	mysticism
ගූඩාර්ථය	ɡuːɖaːrtaja	?	hidden meaning
ගූප්තික්ෂය	ɡuːptiksaja	?	cryptoscope
ගූරුත්වාකර්ෂණ	ɡuːrutvaːkarsaɳa	ADJ	gravitational
ගූළුගොනඟුල්	ɡuːɭuɡonaŋɡul	VERB	tree
ගෘභදාහය	ɡurbadaːhaja	NOUN	arson
ගෘහ	ɡurha	ADJ	domestic;urban
ගෘහණිය	ɡurhaɳija	?	house wife
ගෘහදේවතාවා	ɡurhadeːvataːvaː	?	household god
ගෘහපති	ɡurhapati	NOUN	architect
ගෘහපතියා	ɡurhapatijaː	?	chief householder;house holder
ගෘහපාලනය	ɡurhapaːlanaja	?	house keeping
ගෘහභාණ්ඩ	ɡurhabaːɳɖa	NOUN	furniture
ගෘහමූලික	ɡurhamuːlika	NOUN	householder;chief occupant
ගෘහමූලිකයා	ɡurhamuːlikajaː	?	house holder
ගෘහය	ɡurhaja	NOUN	home;house;domestic;household;cottage
ගෘහවාසය	ɡurhavaːsaja	?	house keeping
ගෘහවාසියා	ɡurhavaːsijaː	NOUN	householder
ගෘහශ්‍රිත	ɡurhas‍rita	ADJ	domestic
ගෘහශෘංගය	ɡurhasurŋɡaja	NOUN	spire
ගෘහසංවිධානය	ɡurhasaŋvidaːnaja	?	house wifery
ගෘහස්ථ	ɡurhasta	VERB	lay;domestic;household;indoor
ගෘහස්ථක්‍රීඩාංගණය	ɡurhastak‍riːɖaːŋɡaɳaja	NOUN	gymnasium;indoor stadium
ගෘහස්ථයා	ɡurhastajaː	?	lay man
ගෘහසේවිකාව	ɡurhaseːvikaːva	?	house maid
ගෘහ්‍යක්‍රමය	ɡurh‍jak‍ramaja	?	system domestic
ගෘහාකාර	ɡurhaːkaːra	?	techtiform
ගෘහාපචාරය	ɡurhaːpat͡ʃaːraja	?	house trespass
ගෘහිණිය	ɡurhiɳija	?	good wife
ගෘහිණී	ɡurhiɳiː	NOUN	wife
ගෘහෝද්‍යානය	ɡurhoːd‍jaːnaja	NOUN	garden;compound
ගෘහෝපකරණ	ɡurhoːpakaraɳa	?	household utensil
ගෙඋයන	ɡeujana	NOUN	garden;compound
ගෙජ්ජ	ɡed͡ʒd͡ʒa	NOUN	anklet;tinkler
ගෙඩිගෙය	ɡeɖiɡeja	?	decorative arch;pandal of coconuts
ගෙඩිය	ɡeɖija	NOUN	fruit;blank;boil
ගෙත්තම	ɡettama	NOUN	embroidery;stitch
ගෙතීම	ɡetiːma	NOUN	fabrication;braiding;knitting
ගෙතුණු	ɡetuɳu	VERB	implicatus;matted
ගෙතුම	ɡetuma	VERB	embroidery;braiding;crochet;knitting;plait
ගෙතුවා	ɡetuvaː	VERB	knitted
ගෙදර	ɡedara	NOUN	home;house;hearth;fireside
ගෙනගියා	ɡenaɡijaː	VERB	carried
ගෙනයනවා	ɡenajanavaː	VERB	take;drive;carry;wage;bear;conduct;convey;asport
ගෙනයන්න	ɡenajanna	VERB	move
ගෙනයන්නා	ɡenajannaː	NOUN	bearer;conveyor;conveyer
ගෙනයාම	ɡenajaːma	NOUN	transport;conveyance
ගෙනයාමේදී	ɡenajaːmeːdiː	?	in transit
ගෙනයෑම	ɡenajæːma	VERB	carry;asportation;auferre;conveyance
ගෙනහැරපෑම	ɡenahærapæːma	NOUN	importation
ගෙන්	ɡen	?	a quo
ගෙන්ටියනාසේ	ɡenʈijanaːseː	?	gentianacease
ගෙන්දගම්	ɡendaɡam	NOUN	sulfur;sulphur;brimstone;brim stone;Sulfur
ගෙන්දගම්හරණය	ɡendaɡamharaɳaja	?	desulphuration
ගෙනෙනවා	ɡenenavaː	VERB	bring
ගෙඳ	ɡenda	NOUN	Portulaca oleracea;purslane
ගෙපත	ɡepata	NOUN	tenement
ගෙපළ	ɡepaɭa	NOUN	site;building site
ගෙපිට	ɡepiʈa	ADJ	outdoor
ගෙබිම	ɡebima	NOUN	site;floor of a house
ගෙමග	ɡemaɡa	NOUN	corridor
ගෙම්බා	ɡembaː	NOUN	toad;frog;paddock
ගෙමාංකුරණය	ɡemaːŋkuraɳaja	NOUN	gemmation
ගෙමාව	ɡemaːva	NOUN	gemma
ගෙමැඩියා	ɡemæɖijaː	NOUN	toad
ගෙමැඬ්යා	ɡemæɳɖjaː	NOUN	frog
ගෙමැස්සා	ɡemæssaː	?	house fly
ගෙමිත්ත	ɡemitta	NOUN	gemmule
ගෙය	ɡeja	NOUN	house;abode
ගෙරවීම	ɡeraviːma	VERB	grumble;growl;growling;grumbling;snarl
ගෙර්නිකා	ɡernikaː	?	guernica
ගෙරි	ɡeri	ADJ	mean;low;cattle;cow;elephant;black ants
ගෙරිමස්	ɡerimas	NOUN	beef
ගෙරෙවී	ɡereviː	ADJ	cervical
ගෙරෙවීය	ɡereviːja	ADJ	cervical
ගෙල	ɡela	NOUN	neck;throat;pipe
ගෙලිග්නයිට්	ɡeliɡnajiʈ	NOUN	gelignite
ගෙවඩනවා	ɡevaɖanavaː	VERB	initiate
ගෙවත්ත	ɡevatta	NOUN	garden;homestead;croft;home garden
ගෙවදිනවා	ɡevadinavaː	ADJ	open;move into a new house;occupy a new building
ගෙවන	ɡevana	VERB	consuming
ගෙවනවා	ɡevanavaː	VERB	pay;spend;depreciate
ගෙවන්නා	ɡevannaː	NOUN	payer
ගෙවලයා	ɡevalajaː	NOUN	poltergeist
ගෙවල්	ɡeval	NOUN	houses
ගෙවැද්දීම	ɡevæddiːma	NOUN	infection;inoculation
ගෙවැසිකරය	ɡevæsikaraja	?	superficiarum
ගෙවැසිකරු	ɡevæsikaru	?	superficiarus
ගෙවියයුතු	ɡevijajutu	NOUN	due;payable
ගෙවිල්ල	ɡevilla	NOUN	payment
ගෙවීගිය	ɡeviːɡija	VERB	worn;the worse for wear
ගෙවීම	ɡeviːma	NOUN	payment;consideration
ගෙවීම්	ɡeviːm	NOUN	payments
ගෙවීයාම	ɡeviːjaːma	VERB	wear;lapse;attrition;colliquation
ගෙවීයෑම	ɡeviːjæːma	NOUN	ablation;effluxion;wear out
ගෙවුණු	ɡevuɳu	VERB	beaten
ගෙවුම්පති	ɡevumpati	?	pay master;pay master general
ගෙවුයන	ɡevujana	NOUN	garden;compound
ගෙවූ	ɡevuː	VERB	spent
ගෙවෙනවා	ɡevenavaː	VERB	chafe;ablate;wear away
ගෙසල්ෂාප්ට්	ɡesalsaːpʈ	?	gesellschaft
ගෙස්ටල්ට්	ɡesʈalʈ	NOUN	gestalt
ගෙස්ටල්වාදය	ɡesʈalvaːdaja	?	gestall theory
ගෙස්ටාල්ටය	ɡesʈaːlʈaja	NOUN	gestalt
ගෙහිමියා	ɡehimijaː	?	chief householder
ගේ	ɡeː	NOUN	home;house
ගේට්ටුව	ɡeːʈʈuva	NOUN	gate
ගේඩරය	ɡeːɖaraja	NOUN	girder
ගේදොර	ɡeːdora	NOUN	home;household
ගේබලය	ɡeːbalaja	NOUN	gable
ගේලියාව	ɡeːlijaːva	NOUN	galea
ගොකටු	ɡokaʈu	NOUN	briar;brier;gamboge
ගොජුර	ɡod͡ʒura	NOUN	gizzard
ගොට්ට	ɡoʈʈa	NOUN	basket;strainer
ගොටුකොල	ɡoʈukola	?	Centella asiatica
ගොටුගේ	ɡoʈuɡeː	?	club house
ගොටුරැලි	ɡoʈuræli	NOUN	fluting
ගොටුව	ɡoʈuva	NOUN	cup;pocket;basket;cornet;cupule;strainer
ගොඩ	ɡoɖa	NOUN	land;lot;mass;bank;pile;bulk;heap;accumulation;chuck;lump;ashore;huddle;highland;country side;cumulation;on shore;urual area
ගොඩකදුරු	ɡoɖakaduru	?	nuxvomica
ගොඩක්	ɡoɖak	VERB	peck;lashings
ගොඩගසනවා	ɡoɖaɡasanavaː	NOUN	heap;clutter
ගොඩගහනවා	ɡoɖaɡahanavaː	VERB	glut
ගොඩගැභෙනවා	ɡoɖaɡæbenavaː	VERB	accumulate
ගොඩගැසී	ɡoɖaɡæsiː	?	aheap
ගොඩගැසීම	ɡoɖaɡæsiːma	VERB	bulking
ගොඩට	ɡoɖaʈa	ADV	ashore
ගොඩතර	ɡoɖatara	ADJ	inland
ගොඩනගනවා	ɡoɖanaɡanavaː	VERB	build;bank;construct
ගොඩනඟනවා	ɡoɖanaŋɡanavaː	NOUN	rear;build up
ගොඩනඟන්නා	ɡoɖanaŋɡannaː	NOUN	builder
ගොඩනැංවීම	ɡoɖanæŋviːma	NOUN	construction
ගොඩනැගිල්ල	ɡoɖanæɡilla	NOUN	building;construction;fabric
ගොඩනැගීම	ɡoɖanæɡiːma	NOUN	construction
ගොඩනැඟිල්ල	ɡoɖanæŋɡilla	VERB	building;structure
ගොඩපිටින්ම	ɡoɖapiʈinma	?	en bloc
ගොඩබසිනවා	ɡoɖabasinavaː	VERB	disembark
ගොඩබානවා	ɡoɖabaːnavaː	VERB	unload
ගොඩබැසීම	ɡoɖabæsiːma	NOUN	disembarkation
ගොඩබෑම	ɡoɖabæːma	NOUN	disembarkation
ගොඩබිම	ɡoɖabima	NOUN	land;earth;highland;dry land
ගොඩබිම්	ɡoɖabim	ADJ	overland
ගොඩබිමෙහි	ɡoɖabimehi	ADJ	ashore;terrene
ගොඩලනවා	ɡoɖalanavaː	VERB	land;save;disinter;exhume
ගොඩලෑම	ɡoɖalæːma	NOUN	disinterment;exhumation
ගොඩවාන	ɡoɖavaːna	VERB	spill
ගොඩවෙනවා	ɡoɖavenavaː	VERB	visit;enter;escape;come out of water;get filled
ගොඩාමුණ	ɡoɖaːmuɳa	?	Godamuna
ගොඩැල්ල	ɡoɖælla	NOUN	bank;mound;embankment;highland;knoll;hillock;hilly land;hummock;knife edge ridge;undulation
ගොඩේ	ɡoɖeː	ADJ	rural;rustic;inland
ගොත	ɡota	ADJ	dumb
ගොතනලද	ɡotanalada	NOUN	knit
ගොතනවා	ɡotanavaː	VERB	knit;spin;weave;stitch;fabricate;tat;braid;plait
ගොතය	ɡotaja	VERB	spasmophemia;stammer;stutter;stuttering
ගොතික්	ɡotik	NOUN	gothic
ගොදුර	ɡodura	NOUN	object;victim;prey;bait;feed on;pabulum
ගොදුරු	ɡoduru	NOUN	object;subsistence;prey
ගොදුරුකරගැනීම	ɡodurukaraɡæniːma	NOUN	victimisation
ගොන්කම	ɡonkama	NOUN	ignorance;stupidity
ගොන්ද්වානාලන්තය	ɡondvaːnaːlantaja	NOUN	gondwanaland
ගොන්න	ɡonna	NOUN	stand;lot;assembly;cluster;batch;clump;pure stand;ruck
ගොන්නම	ɡonnama	NOUN	boner
ගොන්නු	ɡonnu	NOUN	oxen
ගොන්පොරය	ɡonporaja	NOUN	bullfight
ගොනා	ɡonaː	NOUN	bull;idiot
ගොනැඩය	ɡonæɖaja	NOUN	gonad
ගොනැඩොට්‍රොපින්	ɡonæɖoʈ‍ropin	NOUN	gonadotrophin
ගොනැන්‍ය	ɡonæn‍ja	?	gonagium
ගොනැස	ɡonæsa	NOUN	bullrrs eye;rafter
ගොනිඩැන්‍ය	ɡoniɖæn‍ja	?	gonidangium;gonitangium
ගොනිමොබ්ලාස්ටය	ɡonimoblaːsʈaja	?	gonimoblast
ගොනීඩිධානිය	ɡoniːɖidaːnija	?	gonidangium;gonitangium
ගොනීඩිය	ɡoniːɖija	?	gonidium
ගොනීමි	ɡoniːmi	?	gonimic
ගොනීමිය	ɡoniːmija	?	gonimia;gonimium
ගොනුව	ɡonuva	NOUN	collection;file;nest;heap;Block
ගොනොකුකුසයා	ɡonokukusajaː	NOUN	gonococcus
ගොනොරියාව	ɡonorijaːva	NOUN	gonorrhoea
ගොනෝරියාව	ɡonoːrijaːva	NOUN	gonorrhoea
ගොපක	ɡopaka	NOUN	keeper
ගොපල්ලා	ɡopallaː	NOUN	cowhand;cowman;cattle keeper;cow boy;cowherd;herdsman
ගොප්මස	ɡopmasa	?	calf of the leg
ගොබය	ɡobaja	VERB	shoot;bud;sprout
ගොබලු	ɡobalu	?	very young coconut
ගොම	ɡoma	VERB	dung;cow dung
ගොමතැම්බ	ɡomatæmba	?	cowpat
ගොමස්කඩය	ɡomaskaɖaja	?	dirty cloth;loin cloth;pieceof dirty cloth
ගොම්බෙල්ලා	ɡombellaː	NOUN	snail
ගොමැඩිහම	ɡomæɖihama	?	toadskin
ගොමුව	ɡomuva	NOUN	bush;scrub;shrub;thicket;frutex;spinney
ගොමුවන්	ɡomuvan	ADJ	fruticose
ගොයම	ɡojama	NOUN	corn;harvest;rice plants
ගොයම්	ɡojam	NOUN	rice;paddy
ගොයා	ɡojaː	NOUN	guana;iguana
ගොයි	ɡoji	ADJ	agricultural
ගොයිකම	ɡojikama	NOUN	agriculture;cultivation
ගොයිදූ	ɡojiduː	?	Goidhoo
ගොයියා	ɡojijaː	NOUN	farmer;cultivator
ගොර	ɡora	ADJ	large;white;fearful
ගොරකයා	ɡorakajaː	NOUN	cynic
ගොරතර	ɡoratara	ADJ	fearful;dreadful
ගොරදුලෑම	ɡoradulæːma	?	stertorous breathing
ගොරවන	ɡoravana	ADJ	stertorous
ගොරවනවා	ɡoravanavaː	VERB	roar;thunder;growl;bellow;rumble;groan
ගොරසය	ɡorasaja	?	grosse
ගොරහැඩි	ɡorahæɖi	ADJ	rough;crude;scabrous
ගොරොක්	ɡorok	ADJ	old;heavy;deep
ගොරෝසු	ɡoroːsu	ADJ	thick;rough;gross;crude;coarse;callous;uneven;hoarse;rude;husky;brusque;coase;laboured
ගොරෝසුවට	ɡoroːsuvaʈa	ADV	coarsely
ගොල්ල	ɡolla	VERB	set;group;gang;clique
ගොලුබෙල්ලා	ɡolubellaː	NOUN	snail
ගොවි	ɡovi	NOUN	agricultural;peasant;agrarain
ගොවිකම	ɡovikama	NOUN	farming;agriculture;cultivation
ගොවිකම්	ɡovikam	ADJ	agricultural
ගොවිජන	ɡovid͡ʒana	ADJ	agrarian;agrarain
ගොවිජනයා	ɡovid͡ʒanajaː	NOUN	yeomanry
ගොවිතැන	ɡovitæna	NOUN	farming;agriculture;cultivation;husbandry;agricluture
ගොවිතැනැතියා	ɡovitænætijaː	?	agricultural tenant
ගොවිතැනැතියාව	ɡovitænætijaːva	?	agricultural tenancy
ගොවිදාසයා	ɡovidaːsajaː	NOUN	villain;villein
ගොවිපළ	ɡovipaɭa	VERB	farm
ගොවිබිම	ɡovibima	?	agricultural land
ගොවියා	ɡovijaː	NOUN	farmer;peasant;agriculturalist;agriculturist;boor;cultivator;husbandman
ගොවිවැඩය	ɡovivæɖaja	?	agricultural operation
ගොවුනුරුවා	ɡovunuruvaː	?	gubernator
ගොස	ɡosa	NOUN	noise
ගොස්	ɡos	VERB	gone
ගොසුව	ɡosuva	NOUN	megaphone
ගොහනය	ɡohanaja	NOUN	megaphone
ගොහොදු	ɡohodu	ADJ	dirty;muddy;sloppy;soggy;swampy
ගොහොරු	ɡohoru	ADJ	mud;muddy;dank;boggy;miry;slime
ගොහොරුව	ɡohoruva	NOUN	swamp;ooze;morass;mire
ගොළු	ɡoɭu	ADJ	dumb;mute;speechless;inarticulate
ගොළුබෙල්ලා	ɡoɭubellaː	NOUN	snail
ගොළුබෙලි	ɡoɭubeli	NOUN	snail
ගොළුබෙලිය	ɡoɭubelija	NOUN	snail
ගොළුවා	ɡoɭuvaː	NOUN	dummy;mute;dumb person
ගොළුවීම	ɡoɭuviːma	NOUN	aphasia
ගෝ	ɡoː	NOUN	cattle;cow
ගෝක්ෂුර	ɡoːksura	NOUN	briar
ගෝඝාතකයා	ɡoːgaːtakajaː	NOUN	butcher;flesger
ගෝචර	ɡoːt͡ʃara	NOUN	field;food;object;going out for food;looding for sense objects
ගෝචරය	ɡoːt͡ʃaraja	NOUN	compass
ගෝචරස්ථානය	ɡoːt͡ʃarastaːnaja	NOUN	field;habitat
ගෝට්ටිකාර	ɡoːʈʈikaːra	ADJ	obstreperous
ගෝට්ටිය	ɡoːʈʈija	NOUN	noise;row;ramp;uproar;din;hubbub;rumpus;clamour;clangour;clutter;rout;tumult
ගෝණිය	ɡoːɳija	?	gunny bag
ගෝතමාලාව	ɡoːtamaːlaːva	NOUN	Guatemala
ගෝත්‍ර	ɡoːt‍ra	NOUN	Tribe
ගෝත්‍රනාමය	ɡoːt‍ranaːmaja	NOUN	surname;patronymic
ගෝත්‍රය	ɡoːt‍raja	NOUN	order;family;tribe;caste;pedigree;clan;cohort;gens;sept;sib
ගෝත්‍රවිහ්නවාදය	ɡoːt‍ravihnavaːdaja	NOUN	totemism
ගෝත්‍රික	ɡoːt‍rika	ADJ	tribal
ගෝත්‍රිකයා	ɡoːt‍rikajaː	NOUN	clansman;tribesman
ගෝදානය	ɡoːdaːnaja	?	transfer or cattle
ගෝධුම	ɡoːduma	NOUN	wheat
ගෝනා	ɡoːnaː	NOUN	stag;elk;sambur;moose
ගෝනිය	ɡoːnija	NOUN	sack;gunny
ගෝනියොමීටරය	ɡoːnijomiːʈaraja	NOUN	goniometer
ගෝනියෝමීටරය	ɡoːnijoːmiːʈaraja	NOUN	goniometer
ගෝනිරෙදි	ɡoːniredi	VERB	duck;sacking;hessian;sack cloth
ගෝනිහණ	ɡoːnihaɳa	NOUN	jute
ගෝනුස්සා	ɡoːnussaː	NOUN	scorpion
ගෝපජනකය	ɡoːpad͡ʒanakaja	?	calytrogen
ගෝපය	ɡoːpaja	NOUN	calypter;calyptra
ගෝපරූපී	ɡoːparuːpiː	?	calyptriform
ගෝපාලයා	ɡoːpaːlajaː	?	cow boy;cow herd
ගෝපී	ɡoːpiː	NOUN	dairymaid;milk maid
ගෝපුර	ɡoːpura	NOUN	entrance;city gate
ගෝපුරය	ɡoːpuraja	NOUN	gate
ගෝමර	ɡoːmara	NOUN	spot;apotted
ගෝමසූරිකා	ɡoːmasuːrikaː	NOUN	cowpox
ගෝමූත්‍රාකාර	ɡoːmuːt‍raːkaːra	NOUN	spiral
ගෝමේද	ɡoːmeːda	NOUN	beryl;zircon
ගෝරනාඩුව	ɡoːranaːɖuva	NOUN	loud scolding;wigging
ගෝරස	ɡoːrasa	?	dairy produce
ගෝරෝචන	ɡoːroːt͡ʃana	?	bezoar
ගෝලකම	ɡoːlakama	NOUN	discipleship
ගෝලකය	ɡoːlakaja	NOUN	spheroid
ගෝලකීකරණය	ɡoːlakiːkaraɳaja	?	spheroidization
ගෝලත්වය	ɡoːlatvaja	NOUN	sphericity
ගෝලතාව	ɡoːlataːva	NOUN	sphericity
ගෝලමානය	ɡoːlamaːnaja	NOUN	spherometer
ගෝලය	ɡoːlaja	NOUN	ball;round;sphere;globe;orb
ගෝලයා	ɡoːlajaː	NOUN	assistant;pupil;apprentice;disciple;follower;henchman;chela
ගෝලස්එටිකය	ɡoːlaseʈikaja	?	sphaerite;sphaero crystal
ගෝලාංශුව	ɡoːlaːŋsuva	?	globoid
ගෝලාකාර	ɡoːlaːkaːra	NOUN	round;spherical;rotund;bulbous;globate;globoid;globose;globular;orbed;rotand
ගෝලාභය	ɡoːlaːbaja	NOUN	spheroid
ගෝලාර්ධය	ɡoːlaːrdaja	NOUN	dome;vault
ගෝලිකාකාර	ɡoːlikaːkaːra	?	globulose
ගෝලිකාව	ɡoːlikaːva	NOUN	globule;spherule
ගෝලීය	ɡoːliːja	ADJ	spherical
ගෝලීයකරණය	ɡoːliːjakaraɳaja	NOUN	globalisation;globalization;Globalization
ගෝලීයතාව	ɡoːliːjataːva	NOUN	sphericity
ගෝලෝව	ɡoːloːva	NOUN	globe
ගෝවසූරිකා	ɡoːvasuːrikaː	NOUN	vaccinia
ගෝවා	ɡoːvaː	NOUN	cabbage;cole
ගෝසංකීර්ණය	ɡoːsaŋkiːrɳaja	?	cattle complex
ගෝළකම	ɡoːɭakama	?	pupilage;pupillage
ගෝළයා	ɡoːɭajaː	NOUN	pupil;scholar
ගෞර	ɡaura	NOUN	white
ගෞරවදීමනාව	ɡauravadiːmanaːva	NOUN	honorarium
ගෞරවනාමය	ɡauravanaːmaja	?	honorific epithet
ගෞරවනීය	ɡauravaniːja	ADJ	honorable
ගෞරවය	ɡauravaja	NOUN	respect;court;consideration;distinction;dignity;worship;prestige;tribute;respects;privilege;attainment;compliment;honour;good name
ගෞරවයෙන්	ɡauravajen	NOUN	pace
ගෞරවවාචී	ɡauravavaːt͡ʃiː	NOUN	honorific
ගෞරවාන්විත	ɡauravaːnvita	ADJ	prestigious
ගෞරවාර්ථය	ɡauravaːrtaja	NOUN	honorific
ගෞරවාර්භ	ɡauravaːrba	ADJ	worshipful
ගෞරවාර්හ	ɡauravaːrha	NOUN	honourable;rev
ගෞරී	ɡauriː	NOUN	blonde;blond
ගෞරීභාවය	ɡauriːbaːvaja	?	blondism
ඝටකය	gaʈakaja	?	componet
ඝටනය	gaʈanaja	NOUN	touch;impact;contact;coupling
ඝටනාව	gaʈanaːva	NOUN	effort;collection;constitution;mixing
ඝටය	gaʈaja	NOUN	pot;vase
ඝට්ටනය	gaʈʈanaja	NOUN	fight;impact;conflict;brush;friction;confrontation;collision;clash;percussion
ඝටාකාර	gaʈaːkaːra	?	pot like
ඝටිකාව	gaʈikaːva	VERB	watch;sinhala hour;small pot
ඝටිය	gaʈija	NOUN	clock
ඝණ්ටාකාර	gaɳʈaːkaːra	ADJ	bell shaped;campanulate
ඝණ්ටාගාරය	gaɳʈaːɡaːraja	NOUN	belfry
ඝණ්ටානාදය	gaɳʈaːnaːdaja	NOUN	toll;chime
ඝණ්ටාරය	gaɳʈaːraja	NOUN	bell
ඝණ්ටාව	gaɳʈaːva	NOUN	bell
ඝණ්ටාස්තම්භය	gaɳʈaːstambaja	NOUN	campanile
ඝණ්ඨාකාර	gaɳʈaːkaːra	ADJ	bell shaped;campanulate
ඝණ්ඨාව	gaɳʈaːva	NOUN	bell
ඝත	gata	NOUN	ghee
ඝන	gana	ADJ	close;hard;material;firm;solid;thick;substantial;fat;concrete;consistent;gross;cubic;compact;dense;Solid;earthly;cytoplasm;crass;stout;creamy;cube;viscous;bushy;cubical;impentrable;turbid;viscid;x3
